Sample   	OWR	           Timestamp
      900	0  	        8.000,000 us
      901	1  	       10.000,000 us
      902	0  	       57.000,000 us
      903	1  	       57.000,000 us
      904	0  	        8.000,000 us
      905	1  	       10.000,000 us
      906	0  	       56.000,000 us
      907	1  	       57.000,000 us
      908	0  	        8.000,000 us
      909	1  	       10.000,000 us
      910	0  	       57.000,000 us
      911	1  	       57.000,000 us
      912	0  	      522.000,000 us
      913	1  	       56.000,000 us
      914	0  	        8.000,000 us
      915	1  	       57.000,000 us
      916	0  	        8.000,000 us
      917	1  	       57.000,000 us
      918	0  	        8.000,000 us
      919	1  	       10.000,000 us
      920	0  	       57.000,000 us
      921	1  	       57.000,000 us
